c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
A432,12,0,0,0,165,77,1,1,0,3,0,1,0,1,2,99,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,7,1,0,1,0,1,0,8,0,0,0,1,0,1,0,1,0,1,1,0,1
A433,17,1,0,1,152,79,1,1,0,7,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,7,0,0,3,0,0,1,10,1,1,0,1,0,2,0,1,0,2,1,0,1
A434,13,0,0,1,165,73,1,1,0,5,1,0,1,1,2,99,99,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,10,1,1,0,1,0,2,0,0,0,2,0,1,1
A435,24,1,0,1,171,76,0,0,2,8,1,0,0,0,1,0,99,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,1,0,3,0,1,0,5,0,0,1,0,1,1,0,0,0,1,0,0,1
A436,23,1,1,1,165,90,1,1,2,8,1,0,0,0,1,99,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,4,0,1,3,0,1,0,6,0,0,0,0,0,0,0,0,1,1,0,0,1
A437,21,1,0,0,172,84,1,1,0,6,1,0,0,0,1,99,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,2,0,0,3,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1
A438,20,0,1,0,164,64,0,0,1,3,0,1,0,0,1,0,99,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,3,1,1,0,7,0,0,1,0,1,1,0,1,0,3,0,0,1
A439,10,0,1,0,159,58,0,0,2,7,1,0,0,1,2,99,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,3,1,1,0,7,0,0,1,0,1,1,0,0,0,2,0,0,1
A440,14,0,1,0,165,75,1,1,1,3,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,3,1,0,1,10,1,1,1,1,1,3,1,0,0,2,1,0,1
A441,24,0,0,0,187,115,1,1,1,8,0,0,1,1,2,99,99,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,3,1,0,3,0,0,1,4,1,1,1,0,1,2,0,0,0,3,1,1,1
A442,13,1,0,1,170,85,1,1,1,6,0,1,1,0,1,99,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,5,1,0,3,0,0,1,7,1,1,1,0,0,1,0,1,1,1,1,0,1
A443,11,1,1,0,169,71,0,0,1,5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,1,0,10,0,0,1,0,0,0,1,1,0,1,1,0,1
A444,13,0,0,1,148,80,1,1,2,7,1,1,0,0,1,99,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,4,1,0,1,1,1,0,2,0,0,0,1,1,2,0,1,1,1,0,1,1
A445,22,1,1,0,170,69,1,1,1,7,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,1,0,1,1,1,1,0,0,1,2,0,0,1,2,0,0,1
A446,24,0,0,1,171,97,1,1,1,6,0,0,1,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,6,0,1,2,0,0,1,6,1,1,0,1,0,2,0,0,0,1,0,1,1
A447,12,0,0,0,152,76,0,0,2,4,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,5,0,1,3,0,1,0,6,0,0,0,0,1,1,1,0,0,1,0,0,1
A448,21,0,0,0,157,53,0,0,1,5,0,0,1,1,2,99,99,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,7,0,0,3,1,0,1,5,1,1,0,0,1,2,0,0,1,1,0,1,1
A449,14,0,0,0,155,57,0,0,2,6,1,1,0,1,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,3,0,0,3,1,1,0,10,0,0,1,1,0,1,1,1,0,2,0,0,1
A450,12,0,0,0,179,95,0,0,2,9,1,1,0,1,2,99,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,5,1,1,2,0,1,0,5,0,0,0,0,0,0,0,1,1,2,0,0,0
A451,10,1,0,0,156,58,0,0,0,5,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,4,1,1,1,1,1,3,0,1,0,1,0,1,1
A452,14,1,1,1,157,77,1,1,0,7,1,1,0,0,1,1,99,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,3,0,0,3,1,1,0,9,0,0,1,0,0,0,0,1,1,2,1,1,1
A453,23,0,0,0,180,90,1,1,0,9,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,3,0,1,3,0,1,0,6,0,0,1,0,0,0,1,1,1,2,1,1,1
A454,10,0,1,1,158,75,0,0,2,8,1,0,1,0,1,99,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,6,1,0,2,0,0,1,3,1,1,0,0,0,1,1,0,0,3,1,0,1
A455,19,0,1,0,188,105,1,1,2,7,1,0,1,0,1,1,99,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,7,0,1,1,0,0,1,10,1,1,1,0,1,2,0,0,0,3,0,1,1
A456,20,0,0,1,160,68,0,0,0,9,1,0,0,1,2,1,99,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,6,0,0,3,0,1,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0
A457,24,1,1,1,173,82,0,0,0,5,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,4,1,0,2,1,1,0,7,0,0,0,0,0,0,0,1,1,1,1,1,1
A458,24,1,0,1,164,74,0,0,0,8,1,0,0,0,1,1,99,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,7,0,0,3,1,1,0,5,0,0,1,0,0,0,0,0,1,2,1,0,1
A459,13,0,1,1,159,49,0,0,1,9,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,2,1,0,2,1,1,0,6,0,0,1,1,0,1,1,0,0,1,0,0,1
A460,12,0,1,1,155,64,0,0,1,5,0,0,1,0,1,99,99,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,1,10,1,1,1,0,0,1,0,0,1,1,0,0,1
A461,10,1,0,1,158,75,1,1,0,9,1,0,1,1,2,1,99,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,9,1,1,1,0,0,1,1,0,0,1,0,0,1
A462,21,1,1,1,152,110,1,1,0,7,1,1,0,0,1,99,99,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,5,1,1,3,1,1,0,9,0,0,1,0,0,0,0,1,0,3,0,1,1
A463,19,1,1,1,178,93,0,0,0,7,1,1,0,1,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,5,0,1,2,1,1,0,2,0,0,1,0,0,0,1,1,1,1,0,1,1
A464,19,0,1,0,156,55,0,0,1,4,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,1,9,1,1,0,1,1,3,0,0,0,1,0,1,0
A465,14,0,1,0,156,75,0,0,1,5,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,4,0,0,3,0,0,1,8,1,1,1,1,1,3,0,0,0,1,0,0,1
A466,10,0,0,0,166,94,0,0,2,9,1,1,0,1,2,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,4,1,1,3,0,1,0,8,0,0,1,0,1,1,0,1,0,2,1,1,1
A467,24,0,1,0,151,92,1,1,2,3,1,0,0,1,2,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,5,0,1,2,1,1,0,2,0,0,1,1,1,2,0,0,0,2,0,1,1
A468,24,1,1,0,172,87,0,0,1,6,0,1,1,0,1,1,99,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,2,1,0,1,4,1,1,0,0,1,2,0,1,1,2,1,1,1
A469,15,0,0,0,160,82,1,1,0,3,0,0,1,0,1,1,99,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,1,0,3,0,0,1,4,1,1,1,1,1,3,0,0,1,2,1,0,1
A470,18,1,1,1,164,103,0,0,0,6,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,5,1,1,2,1,1,0,9,0,0,0,0,0,0,0,1,0,3,0,1,1
A471,18,1,0,0,173,76,1,1,0,9,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,3,0,1,3,1,0,1,8,1,1,1,0,0,1,0,1,1,3,0,1,1
A472,11,1,1,0,168,80,1,1,2,9,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,3,1,1,3,1,1,0,6,0,0,1,0,0,0,0,1,0,1,1,0,1
A473,12,0,0,1,185,88,1,1,1,4,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,7,1,0,2,1,0,1,5,1,1,1,0,1,2,0,1,1,3,0,0,1
A474,10,1,0,0,158,53,0,0,0,9,1,1,1,1,2,0,99,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,3,0,1,3,0,0,1,9,1,1,0,0,1,2,1,1,1,2,0,1,1
A475,14,1,1,0,165,65,1,1,2,6,1,0,1,1,2,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,7,1,0,3,1,0,1,8,1,1,1,1,1,3,1,0,1,3,0,1,1
A476,10,1,0,1,165,99,1,1,1,8,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,1,1,0,1,0,0,1,2,1,0,0
A477,21,0,0,1,170,100,1,1,1,5,0,0,0,1,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,6,0,1,3,0,1,0,2,0,0,1,0,0,0,1,0,0,3,0,1,1
A478,22,0,0,0,167,71,0,0,1,5,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,2,1,1,0,6,0,0,0,0,0,0,0,1,0,3,0,0,1
A479,16,1,1,0,171,61,1,1,0,7,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,3,0,0,3,0,0,1,1,1,1,1,1,0,2,0,0,0,2,1,0,0
A480,21,1,0,0,167,80,0,0,1,7,0,0,0,1,2,0,99,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,6,0,0,1,0,1,0,9,0,0,1,1,1,2,0,0,0,2,0,0,0
A481,11,1,1,0,168,77,0,0,2,5,1,1,1,0,1,99,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,2,1,1,1,0,0,1,9,1,1,0,0,0,1,1,1,0,2,0,0,0
A482,13,1,0,1,183,95,0,0,1,8,0,0,1,0,1,0,99,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,2,1,0,2,1,0,1,5,1,1,1,0,1,2,0,0,0,2,1,1,1
A483,10,1,1,1,170,72,1,1,2,4,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0,2,0,0,1,1,1,2,1,1,0,1,0,1,1
A484,22,0,1,0,168,78,0,0,2,4,1,0,1,1,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,2,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,1,2,0,1,1
A485,24,0,1,0,162,60,0,0,1,3,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,7,1,1,1,1,0,1,1,1,1,1,1,1,3,0,0,1,3,1,0,1
A486,10,0,0,0,164,48,0,0,0,6,1,0,0,0,1,99,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,5,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,2,1,0,1
A487,19,1,1,1,174,54,0,0,1,4,0,1,0,1,2,99,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,4,0,1,3,1,1,0,2,0,0,1,1,0,1,0,1,1,2,0,1,0
A488,11,1,0,0,157,51,1,1,0,3,0,1,1,1,2,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,7,1,0,1,1,0,1,8,1,1,0,1,1,3,0,1,1,2,0,0,0
A489,15,1,0,1,168,75,1,1,2,8,1,1,1,0,1,99,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,7,1,1,3,1,0,1,6,1,1,0,1,1,3,0,1,1,1,0,0,1
A490,14,0,0,0,159,78,0,0,0,3,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,5,1,1,2,1,1,0,7,0,0,1,0,1,1,1,1,0,3,1,1,1
A491,19,1,0,0,158,78,1,1,2,3,1,1,0,1,2,99,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,1,3,0,1,0,2,0,0,1,1,1,2,0,1,1,2,1,0,1
A492,19,0,0,0,157,79,0,0,0,4,0,1,1,0,1,99,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,7,1,1,1,0,0,1,0,1,1,2,0,1,1
A493,24,0,0,1,167,84,1,1,1,6,0,0,0,1,2,1,99,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,2,0,1,0,9,0,0,1,0,1,1,1,0,1,2,1,1,1
A494,17,1,1,0,160,57,0,0,0,6,1,0,1,1,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3,1,0,1,8,1,1,0,0,1,2,0,0,1,3,0,1,0
A495,19,1,0,1,180,84,0,0,0,7,1,0,1,0,1,1,99,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,4,1,0,2,0,0,1,5,1,1,0,0,0,1,1,0,0,3,0,0,0
A496,20,0,1,1,160,90,0,0,2,7,1,0,1,1,2,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,2,0,0,1,5,1,1,0,0,0,1,0,0,0,1,0,1,0
A497,18,0,1,0,173,75,1,1,1,6,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,4,1,1,3,0,0,1,7,1,1,1,0,0,1,0,0,1,3,0,1,0
A498,15,1,1,0,156,63,1,1,1,5,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,2,0,1,2,1,1,0,7,0,0,0,0,1,1,0,0,0,2,1,1,1
A499,19,0,0,1,156,71,1,1,2,8,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,2,1,1,3,1,0,1,3,1,1,1,0,0,1,0,0,0,2,1,1,1
A500,17,0,0,0,174,77,1,1,1,6,0,0,1,0,1,99,99,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,5,0,0,3,0,0,1,5,1,1,1,1,1,3,0,0,0,1,1,1,1
A501,18,0,1,0,170,70,0,0,2,9,1,1,1,0,1,99,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,3,1,0,1,5,1,1,1,0,1,2,0,1,0,2,0,0,1
A502,14,0,0,0,167,66,1,1,0,7,1,0,0,1,2,99,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,4,0,1,2,1,1,0,1,0,0,1,1,0,1,1,0,0,2,0,0,1
A503,17,1,1,1,165,65,1,1,2,9,1,0,0,1,2,0,99,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,4,0,1,3,1,1,0,4,0,0,1,0,0,0,1,0,1,3,1,0,1
A504,14,1,0,0,153,47,1,1,1,8,0,1,1,0,1,99,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2,0,0,3,0,0,1,5,1,1,0,1,0,2,1,1,0,2,0,0,1
A505,11,0,1,0,170,66,0,0,2,8,1,1,0,0,1,99,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,4,0,1,1,0,1,0,3,0,0,0,1,1,2,0,1,0,1,0,0,1
A506,21,1,0,1,152,67,0,0,2,7,1,1,0,1,2,99,99,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,5,1,1,3,0,1,0,7,0,0,1,0,1,1,1,1,0,3,0,0,1
A507,24,1,1,1,176,74,0,0,0,5,1,1,1,1,2,99,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,3,0,0,1,2,1,1,0,1,1,3,0,1,1,3,0,0,1
A508,18,1,0,0,159,84,0,0,2,7,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,3,1,1,0,1,0,2,1,0,0,3,0,1,1
A509,23,1,0,0,169,59,0,0,2,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,6,1,0,3,1,1,0,4,0,0,0,1,1,2,0,1,0,1,0,0,1
A510,10,0,1,1,170,65,1,1,2,7,1,0,0,1,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,3,0,1,0,4,0,0,1,0,0,0,0,0,1,2,0,0,1
A511,20,1,1,1,164,84,1,1,0,6,1,1,0,1,2,0,99,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,5,1,0,3,0,1,0,8,0,0,1,0,1,1,1,1,1,1,1,1,1
A512,11,0,1,0,160,57,0,0,0,3,0,1,0,1,2,99,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,10,0,0,0,1,1,2,1,1,1,1,0,0,1
A513,23,1,1,1,174,90,1,1,2,3,1,0,1,0,1,1,99,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,2,1,1,3,1,0,1,1,1,1,0,1,1,3,1,0,0,3,0,1,1
A514,11,1,0,1,161,67,0,0,0,5,1,1,0,0,1,99,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,1,1,1,1,1,0,7,0,0,0,1,1,2,0,1,0,1,0,0,0
A515,23,1,0,1,153,50,1,1,2,8,1,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,1,1,2,1,0,1,3,1,1,0,0,0,1,0,1,0,3,0,0,0
A516,22,1,1,0,184,82,0,0,0,5,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,4,1,0,1,0,1,0,1,0,0,1,1,1,2,1,1,0,2,1,0,1
A517,13,1,1,0,156,60,0,0,2,4,1,0,1,1,2,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,5,0,0,1,0,0,1,2,1,1,0,0,0,1,1,0,1,3,1,0,1
A518,19,1,1,0,170,60,0,0,1,4,0,1,0,1,2,99,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,6,0,1,2,0,1,0,10,0,0,1,0,0,0,0,1,1,3,1,0,1
A519,16,0,1,0,158,55,1,1,2,8,1,0,1,0,1,99,99,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,5,0,0,1,1,0,1,10,1,1,1,1,1,3,0,0,0,1,1,1,1
A520,18,0,1,1,165,55,0,0,1,8,0,0,1,1,2,99,99,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,6,0,0,3,1,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1
A521,20,0,0,0,169,73,0,0,0,5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,3,1,0,2,0,1,0,2,0,0,0,1,1,2,1,1,1,2,0,1,1
A522,11,1,0,1,169,58,1,1,2,3,1,1,1,0,1,1,99,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,3,0,0,1,7,1,1,1,1,1,3,0,1,0,2,1,0,1
A523,16,1,0,0,178,91,1,1,2,6,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,5,1,1,1,0,1,0,3,0,0,1,1,1,2,0,0,1,3,1,0,1
A524,16,0,1,0,152,57,1,1,2,6,1,1,1,0,1,0,99,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,3,1,1,2,0,0,1,1,1,1,0,1,0,2,0,1,1,2,1,0,1
A525,23,1,1,0,160,90,0,0,0,9,1,0,1,1,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,7,1,0,3,1,0,1,8,1,1,0,1,1,3,0,0,1,3,1,0,1
A526,11,0,1,1,166,69,1,1,0,9,1,0,1,1,2,0,99,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5,1,1,2,1,0,1,2,1,1,0,1,1,3,0,0,0,2,0,1,0
A527,13,0,0,1,164,70,1,1,1,5,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,6,1,0,3,1,1,0,3,0,0,1,1,1,2,0,1,1,2,0,0,0
A528,23,1,1,1,162,71,1,1,1,7,0,1,1,1,2,0,99,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,3,1,0,2,0,0,1,6,1,1,0,0,0,1,0,1,1,1,0,1,0
A529,23,1,1,1,167,82,0,0,0,3,0,1,0,1,2,99,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,5,1,1,2,0,1,0,9,0,0,1,0,1,1,0,1,1,3,1,1,1
A530,20,0,1,0,160,67,0,0,2,4,1,1,0,1,2,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,2,1,1,1,0,1,0,5,0,0,0,0,1,1,0,1,0,2,1,0,1
A531,19,0,1,1,169,79,1,1,2,3,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,1,0,1,0,0,1,9,1,1,1,1,0,2,1,1,0,3,0,1,1
A532,24,1,1,1,168,72,0,0,0,7,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,1,1,1,0,8,0,0,0,1,1,2,0,0,1,1,1,0,1
A533,21,1,1,0,167,80,0,0,0,3,0,0,0,1,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,2,1,1,3,0,1,0,5,0,0,0,1,0,1,0,0,0,3,1,1,1
A534,22,0,0,1,168,62,1,1,0,4,0,0,0,1,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,6,0,1,1,0,1,0,2,0,0,1,0,1,1,0,0,0,2,0,1,1
A535,21,1,1,1,159,73,0,0,2,3,1,0,0,0,1,0,99,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,2,0,1,1,1,1,0,5,0,0,1,1,1,2,0,0,1,3,1,1,1
A536,15,1,0,1,169,87,1,1,2,8,1,0,1,1,2,0,99,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,3,0,0,2,0,0,1,8,1,1,1,0,0,1,0,0,1,3,1,0,1
A537,20,0,0,1,157,69,0,0,1,3,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,1,5,1,1,0,0,1,2,0,0,0,2,1,1,1
A538,10,1,0,0,154,67,1,1,0,3,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,5,1,0,3,0,1,0,8,0,0,0,1,0,1,0,1,1,1,0,0,1
A539,24,0,0,0,180,104,1,1,2,6,1,1,0,0,1,99,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,0,8,0,0,1,1,0,1,0,1,0,3,0,0,1
